lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
Malo,trato1,¿Cómo es el trato que recibe el (la) niño(a) por parte del personal de la guardería?,4,Esquema,Prestación indirecta,0.0
Pésimo,trato1,¿Cómo es el trato que recibe el (la) niño(a) por parte del personal de la guardería?,5,Esquema,Prestación indirecta,0.0
NO SABE/NO RESPONDE,trato1,¿Cómo es el trato que recibe el (la) niño(a) por parte del personal de la guardería?,99,Esquema,Prestación indirecta,1.0
Excelente,trato1,¿Cómo es el trato que recibe el (la) niño(a) por parte del personal de la guardería?,1,Esquema,Prestación directa,44.0
Bueno,trato1,¿Cómo es el trato que recibe el (la) niño(a) por parte del personal de la guardería?,2,Esquema,Prestación directa,47.0
Ni bueno ni malo,trato1,¿Cómo es el trato que recibe el (la) niño(a) por parte del personal de la guardería?,3,Esquema,Prestación directa,7.0
Malo,trato1,¿Cómo es el trato que recibe el (la) niño(a) por parte del personal de la guardería?,4,Esquema,Prestación directa,1.0
Pésimo,trato1,¿Cómo es el trato que recibe el (la) niño(a) por parte del personal de la guardería?,5,Esquema,Prestación directa,0.0
NO SABE/NO RESPONDE,trato1,¿Cómo es el trato que recibe el (la) niño(a) por parte del personal de la guardería?,99,Esquema,Prestación directa,1.0
Sí,medidaseg,¿Conoce las medidas de seguridad de las instalaciones de la guardería?,1,Esquema,Prestación indirecta,94.0
No,medidaseg,¿Conoce las medidas de seguridad de las instalaciones de la guardería?,2,Esquema,Prestación indirecta,4.0
NO SABE/NO RESPONDE,medidaseg,¿Conoce las medidas de seguridad de las instalaciones de la guardería?,99,Esquema,Prestación indirecta,2.0
Sí,medidaseg,¿Conoce las medidas de seguridad de las instalaciones de la guardería?,1,Esquema,Prestación directa,87.0
No,medidaseg,¿Conoce las medidas de seguridad de las instalaciones de la guardería?,2,Esquema,Prestación directa,10.0
NO SABE/NO RESPONDE,medidaseg,¿Conoce las medidas de seguridad de las instalaciones de la guardería?,99,Esquema,Prestación directa,3.0
Excelente,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",1,Esquema,Prestación indirecta,65.0
Buena,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",2,Esquema,Prestación indirecta,33.0
Ni buena ni mala,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",3,Esquema,Prestación indirecta,2.0
Mala,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",4,Esquema,Prestación indirecta,0.0
Pésima,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",5,Esquema,Prestación indirecta,0.0
NO SABE/NO RESPONDE,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",99,Esquema,Prestación indirecta,0.0
Excelente,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",1,Esquema,Prestación directa,41.0
Buena,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",2,Esquema,Prestación directa,51.0
Ni buena ni mala,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",3,Esquema,Prestación directa,5.0
Mala,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",4,Esquema,Prestación directa,1.0
Pésima,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",5,Esquema,Prestación directa,0.0
NO SABE/NO RESPONDE,limpguard,"En general, ¿cómo calificaría la limpieza de la guardería?",99,Esquema,Prestación directa,0.0
Excelente,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",1,Esquema,Prestación indirecta,53.0
Bueno,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",2,Esquema,Prestación indirecta,42.0
Ni bueno ni malo,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",3,Esquema,Prestación indirecta,4.0
Malo,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",4,Esquema,Prestación indirecta,1.0
Pésimo,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",5,Esquema,Prestación indirecta,0.0
NO SABE/NO RESPONDE,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",99,Esquema,Prestación indirecta,1.0
Excelente,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",1,Esquema,Prestación directa,30.0
Bueno,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",2,Esquema,Prestación directa,56.0
Ni bueno ni malo,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",3,Esquema,Prestación directa,11.0
Malo,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",4,Esquema,Prestación directa,2.0
Pésimo,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",5,Esquema,Prestación directa,0.0
NO SABE/NO RESPONDE,manguard,"En general, ¿cómo calificaría el mantenimiento que se le da a la guardería?",99,Esquema,Prestación directa,0.0
Sí,desling,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo lingüístico o habilidades para comunicarse?,1,Esquema,Prestación indirecta,92.0
No,desling,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo lingüístico o habilidades para comunicarse?,2,Esquema,Prestación indirecta,5.0
NO SABE/NO RESPONDE,desling,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo lingüístico o habilidades para comunicarse?,99,Esquema,Prestación indirecta,3.0
Sí,desling,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo lingüístico o habilidades para comunicarse?,1,Esquema,Prestación directa,83.0
No,desling,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo lingüístico o habilidades para comunicarse?,2,Esquema,Prestación directa,9.0
NO SABE/NO RESPONDE,desling,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo lingüístico o habilidades para comunicarse?,99,Esquema,Prestación directa,8.0
Sí,desmot,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en la coordinación de sus movimientos?,1,Esquema,Prestación indirecta,96.0
No,desmot,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en la coordinación de sus movimientos?,2,Esquema,Prestación indirecta,2.0
NO SABE/NO RESPONDE,desmot,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en la coordinación de sus movimientos?,99,Esquema,Prestación indirecta,1.0
Sí,desmot,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en la coordinación de sus movimientos?,1,Esquema,Prestación directa,90.0
No,desmot,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en la coordinación de sus movimientos?,2,Esquema,Prestación directa,5.0
NO SABE/NO RESPONDE,desmot,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en la coordinación de sus movimientos?,99,Esquema,Prestación directa,5.0
Sí,desocon,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo social y de convivencia?,1,Esquema,Prestación indirecta,95.0
No,desocon,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo social y de convivencia?,2,Esquema,Prestación indirecta,3.0
NO SABE/NO RESPONDE,desocon,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo social y de convivencia?,99,Esquema,Prestación indirecta,2.0
Sí,desocon,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo social y de convivencia?,1,Esquema,Prestación directa,89.0
No,desocon,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo social y de convivencia?,2,Esquema,Prestación directa,5.0
NO SABE/NO RESPONDE,desocon,¿Después de asistir a esta guardería el (la) niño(a) mostró avances en su desarrollo social y de convivencia?,99,Esquema,Prestación directa,5.0
Totalmente de acuerdo,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",1,Esquema,Prestación indirecta,59.0
De acuerdo,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",2,Esquema,Prestación indirecta,35.0
Ni de acuerdo ni en desacuerdo,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",3,Esquema,Prestación indirecta,3.0
En desacuerdo,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",4,Esquema,Prestación indirecta,1.0
Totalmente en desacuerdo,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",5,Esquema,Prestación indirecta,0.0
NO SABE/NO RESPONDE,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",99,Esquema,Prestación indirecta,1.0
Totalmente de acuerdo,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",1,Esquema,Prestación directa,41.0
De acuerdo,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",2,Esquema,Prestación directa,45.0
Ni de acuerdo ni en desacuerdo,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",3,Esquema,Prestación directa,8.0
En desacuerdo,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",4,Esquema,Prestación directa,2.0
Totalmente en desacuerdo,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",5,Esquema,Prestación directa,1.0
NO SABE/NO RESPONDE,clafec,"El personal de la sala o grupo fomenta un clima de afecto y buen trato con los niños (sonrisas, risas, miradas de afecto, entusiasmo, respeto)",99,Esquema,Prestación directa,1.0
Totalmente de acuerdo,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",1,Esquema,Prestación indirecta,52.0
De acuerdo,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",2,Esquema,Prestación indirecta,38.0
Ni de acuerdo ni en desacuerdo,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",3,Esquema,Prestación indirecta,7.0
En desacuerdo,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",4,Esquema,Prestación indirecta,2.0
Totalmente en desacuerdo,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",5,Esquema,Prestación indirecta,1.0
NO SABE/NO RESPONDE,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",99,Esquema,Prestación indirecta,1.0
Totalmente de acuerdo,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",1,Esquema,Prestación directa,36.0
De acuerdo,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",2,Esquema,Prestación directa,45.0
Ni de acuerdo ni en desacuerdo,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",3,Esquema,Prestación directa,11.0
En desacuerdo,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",4,Esquema,Prestación directa,4.0
Totalmente en desacuerdo,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",5,Esquema,Prestación directa,2.0
NO SABE/NO RESPONDE,entuaf,"He notado entusiasmo y afecto (contacto visual, sonrisa, dar los brazos) en el(la) niño(a) al ser recibido por el personal de su sala de atención o grupo",99,Esquema,Prestación directa,2.0
Totalmente de acuerdo,temied,El(la) niño(a) ha demostrado miedo o temor hacia alguna persona de la guardería en particular,1,Esquema,Prestación indirecta,4.0
De acuerdo,temied,El(la) niño(a) ha demostrado miedo o temor hacia alguna persona de la guardería en particular,2,Esquema,Prestación indirecta,5.0
Ni de acuerdo ni en desacuerdo,temied,El(la) niño(a) ha demostrado miedo o temor hacia alguna persona de la guardería en particular,3,Esquema,Prestación indirecta,6.0
En desacuerdo,temied,El(la) niño(a) ha demostrado miedo o temor hacia alguna persona de la guardería en particular,4,Esquema,Prestación indirecta,36.0
Totalmente en desacuerdo,temied,El(la) niño(a) ha demostrado miedo o temor hacia alguna persona de la guardería en particular,5,Esquema,Prestación indirecta,42.0
NO SABE/NO RESPONDE,temied,El(la) niño(a) ha demostrado miedo o temor hacia alguna persona de la guardería en particular,99,Esquema,Prestación indirecta,7.0
Totalmente de acuerdo,temied,El(la) niño(a) ha demostrado miedo o temor hacia alguna persona de la guardería en particular,1,Esquema,Prestación directa,5.0
De acuerdo,temied,El(la) niño(a) ha demostrado miedo o temor hacia alguna persona de la guardería en particular,2,Esquema,Prestación directa,8.0
Ni de acuerdo ni en desacuerdo,temied,El(la) niño(a) ha demostrado miedo o temor hacia alguna persona de la guardería en particular,3,Esquema,Prestación directa,10.0
